200125 135038.850|CONFIG|Thread-2|setFileHandlers|Now logging to C:\Users\mihir\Documents\NetBeansProjects\RRUIL\logs directory.
200125 142641.585|INFO|Thread-19|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #319 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 142641.585|INFO|Thread-19|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #319, o#319 ) handlePacket
200125 142641.585|INFO|Thread-19|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 142641.585|INFO|Thread-19|dumpPacket|    To: TEAM141 @ site 1
200125 142641.585|INFO|Thread-19|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 33 NEW 21 min 1296983ms from TEAM141 @ site 1 id Run-7994240965515149352 problem Inscribe-7953769379991355328 lang Java-219397506908346364
200125 142642.557|INFO|Thread-19|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #319 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 142711.617|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for Gameboy Java file: C:\Users\mihir\Documents\NetBeansProjects\RRUIL\src\gameboy.java
200125 142711.617|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #4 TEAM141 @ site 1 -> SERVER0 @ site 1
200125 142711.617|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #4 TEAM141 @ site 1 -> SERVER0 @ site 1
200125 142711.760|INFO|Thread-21|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #323 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 142711.760|INFO|Thread-21|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #323, o#323 ) recieveObject
200125 142711.760|INFO|Thread-21|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 142711.760|INFO|Thread-21|dumpPacket|    To: TEAM141 @ site 1
200125 142711.760|INFO|Thread-21|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 35 NEW 22 min 1327134ms from TEAM141 @ site 1 id Run-3335627366777057054 problem Gameboy--2733132464484526513 lang Java-219397506908346364
200125 142711.760|INFO|Thread-21|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #323 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 142711.760|INFO|Thread-21|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #323, o#323 ) handlePacket
200125 142711.760|INFO|Thread-21|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 142711.760|INFO|Thread-21|dumpPacket|    To: TEAM141 @ site 1
200125 142711.760|INFO|Thread-21|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 35 NEW 22 min 1327134ms from TEAM141 @ site 1 id Run-3335627366777057054 problem Gameboy--2733132464484526513 lang Java-219397506908346364
200125 142712.923|INFO|Thread-21|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #323 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 143009.637|INFO|Thread-22|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #387 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 143009.637|INFO|Thread-22|dumpPacket|Packet RUN_JUDGEMENT (Seq #387, o#387 ) recieveObject
200125 143009.637|INFO|Thread-22|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 143009.637|INFO|Thread-22|dumpPacket|    To: TEAM141 @ site 1
200125 143009.637|INFO|Thread-22|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE2 @ site 1 judgement Yes-7524513528622929350 id JudgementRecord--6549206153385021341
200125 143009.637|INFO|Thread-22|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 30 JUDGED 20 min 1256462ms from TEAM141 @ site 1 id Run-5149571781510081862 problem Herons_Formula-280559338470133775 lang Java-219397506908346364
200125 143009.637|INFO|Thread-22|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200125 143009.637|INFO|Thread-22|info|handlePacket start Packet[RUN_JUDGEMENT] #387 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 143009.637|INFO|Thread-22|dumpPacket|Packet RUN_JUDGEMENT (Seq #387, o#387 ) handlePacket
200125 143009.637|INFO|Thread-22|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 143009.637|INFO|Thread-22|dumpPacket|    To: TEAM141 @ site 1
200125 143009.637|INFO|Thread-22|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE2 @ site 1 judgement Yes-7524513528622929350 id JudgementRecord--6549206153385021341
200125 143009.637|INFO|Thread-22|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 30 JUDGED 20 min 1256462ms from TEAM141 @ site 1 id Run-5149571781510081862 problem Herons_Formula-280559338470133775 lang Java-219397506908346364
200125 143009.637|INFO|Thread-22|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200125 143024.905|INFO|Thread-22|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 30 JUDGED 20 min 1256462ms from TEAM141 @ site 1 id Run-5149571781510081862 problem Herons_Formula-280559338470133775 lang Java-219397506908346364; runFiles=null
200125 143024.905|INFO|Thread-22|runChanged|Event not for me: sent to null but my ID is TEAM141 @ site 1
200125 143024.905|INFO|Thread-22|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #387 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 143030.471|INFO|Thread-23|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #395 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 143030.471|INFO|Thread-23|dumpPacket|Packet RUN_JUDGEMENT (Seq #395, o#395 ) recieveObject
200125 143030.471|INFO|Thread-23|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 143030.471|INFO|Thread-23|dumpPacket|    To: TEAM141 @ site 1
200125 143030.471|INFO|Thread-23|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE3 @ site 1 judgement Yes-7524513528622929350 id JudgementRecord--1318309152232958416
200125 143030.471|INFO|Thread-23|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 33 JUDGED 21 min 1296983ms from TEAM141 @ site 1 id Run-7994240965515149352 problem Inscribe-7953769379991355328 lang Java-219397506908346364
200125 143030.471|INFO|Thread-23|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200125 143030.471|INFO|Thread-23|info|handlePacket start Packet[RUN_JUDGEMENT] #395 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 143030.471|INFO|Thread-23|dumpPacket|Packet RUN_JUDGEMENT (Seq #395, o#395 ) handlePacket
200125 143030.471|INFO|Thread-23|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 143030.471|INFO|Thread-23|dumpPacket|    To: TEAM141 @ site 1
200125 143030.471|INFO|Thread-23|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE3 @ site 1 judgement Yes-7524513528622929350 id JudgementRecord--1318309152232958416
200125 143030.471|INFO|Thread-23|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 33 JUDGED 21 min 1296983ms from TEAM141 @ site 1 id Run-7994240965515149352 problem Inscribe-7953769379991355328 lang Java-219397506908346364
200125 143030.471|INFO|Thread-23|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200125 143036.637|INFO|Thread-24|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #401 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 143036.637|INFO|Thread-24|dumpPacket|Packet RUN_JUDGEMENT (Seq #401, o#401 ) recieveObject
200125 143036.637|INFO|Thread-24|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 143036.637|INFO|Thread-24|dumpPacket|    To: TEAM141 @ site 1
200125 143036.637|INFO|Thread-24|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE2 @ site 1 judgement Yes-7524513528622929350 id JudgementRecord--2648076236316334523
200125 143036.637|INFO|Thread-24|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 35 JUDGED 22 min 1327134ms from TEAM141 @ site 1 id Run-3335627366777057054 problem Gameboy--2733132464484526513 lang Java-219397506908346364
200125 143036.637|INFO|Thread-24|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200125 143036.637|INFO|Thread-24|info|handlePacket start Packet[RUN_JUDGEMENT] #401 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 143036.637|INFO|Thread-24|dumpPacket|Packet RUN_JUDGEMENT (Seq #401, o#401 ) handlePacket
200125 143036.637|INFO|Thread-24|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 143036.637|INFO|Thread-24|dumpPacket|    To: TEAM141 @ site 1
200125 143036.637|INFO|Thread-24|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE2 @ site 1 judgement Yes-7524513528622929350 id JudgementRecord--2648076236316334523
200125 143036.637|INFO|Thread-24|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 35 JUDGED 22 min 1327134ms from TEAM141 @ site 1 id Run-3335627366777057054 problem Gameboy--2733132464484526513 lang Java-219397506908346364
200125 143036.637|INFO|Thread-24|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200125 143041.317|INFO|Thread-24|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 35 JUDGED 22 min 1327134ms from TEAM141 @ site 1 id Run-3335627366777057054 problem Gameboy--2733132464484526513 lang Java-219397506908346364; runFiles=null
200125 143041.317|INFO|Thread-24|runChanged|Event not for me: sent to null but my ID is TEAM141 @ site 1
200125 143041.317|INFO|Thread-24|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #401 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 143042.880|INFO|Thread-23|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 33 JUDGED 21 min 1296983ms from TEAM141 @ site 1 id Run-7994240965515149352 problem Inscribe-7953769379991355328 lang Java-219397506908346364; runFiles=null
200125 143042.880|INFO|Thread-23|runChanged|Event not for me: sent to null but my ID is TEAM141 @ site 1
200125 143042.880|INFO|Thread-23|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #395 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 143144.033|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for Runner Java file: C:\Users\mihir\Documents\NetBeansProjects\RRUIL\src\runner.java
200125 143144.049|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #5 TEAM141 @ site 1 -> SERVER0 @ site 1
200125 143144.049|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #5 TEAM141 @ site 1 -> SERVER0 @ site 1
200125 143144.174|INFO|Thread-26|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #435 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 143144.174|INFO|Thread-26|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #435, o#435 ) recieveObject
200125 143144.174|INFO|Thread-26|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 143144.174|INFO|Thread-26|dumpPacket|    To: TEAM141 @ site 1
200125 143144.174|INFO|Thread-26|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 50 NEW 26 min 1599569ms from TEAM141 @ site 1 id Run-3515416492255876094 problem Runner-5179031778697949670 lang Java-219397506908346364
200125 143144.174|INFO|Thread-26|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #435 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 143144.174|INFO|Thread-26|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #435, o#435 ) handlePacket
200125 143144.174|INFO|Thread-26|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 143144.174|INFO|Thread-26|dumpPacket|    To: TEAM141 @ site 1
200125 143144.174|INFO|Thread-26|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 50 NEW 26 min 1599569ms from TEAM141 @ site 1 id Run-3515416492255876094 problem Runner-5179031778697949670 lang Java-219397506908346364
200125 143145.332|INFO|Thread-26|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #435 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 143240.828|INFO|Thread-27|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #465 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 143240.828|INFO|Thread-27|dumpPacket|Packet RUN_JUDGEMENT (Seq #465, o#465 ) recieveObject
200125 143240.828|INFO|Thread-27|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 143240.828|INFO|Thread-27|dumpPacket|    To: TEAM141 @ site 1
200125 143240.828|INFO|Thread-27|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE2 @ site 1 judgement Yes-7524513528622929350 id JudgementRecord--44505377608719652
200125 143240.828|INFO|Thread-27|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 50 JUDGED 26 min 1599569ms from TEAM141 @ site 1 id Run-3515416492255876094 problem Runner-5179031778697949670 lang Java-219397506908346364
200125 143240.828|INFO|Thread-27|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200125 143240.828|INFO|Thread-27|info|handlePacket start Packet[RUN_JUDGEMENT] #465 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 143240.828|INFO|Thread-27|dumpPacket|Packet RUN_JUDGEMENT (Seq #465, o#465 ) handlePacket
200125 143240.828|INFO|Thread-27|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 143240.828|INFO|Thread-27|dumpPacket|    To: TEAM141 @ site 1
200125 143240.828|INFO|Thread-27|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE2 @ site 1 judgement Yes-7524513528622929350 id JudgementRecord--44505377608719652
200125 143240.828|INFO|Thread-27|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 50 JUDGED 26 min 1599569ms from TEAM141 @ site 1 id Run-3515416492255876094 problem Runner-5179031778697949670 lang Java-219397506908346364
200125 143240.828|INFO|Thread-27|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200125 143522.026|INFO|Thread-27|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 50 JUDGED 26 min 1599569ms from TEAM141 @ site 1 id Run-3515416492255876094 problem Runner-5179031778697949670 lang Java-219397506908346364; runFiles=null
200125 143522.026|INFO|Thread-27|runChanged|Event not for me: sent to null but my ID is TEAM141 @ site 1
200125 143522.026|INFO|Thread-27|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #465 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 143532.136|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for Sale Java file: C:\Users\mihir\Documents\NetBeansProjects\RRUIL\src\sale.java
200125 143532.136|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #6 TEAM141 @ site 1 -> SERVER0 @ site 1
200125 143532.136|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #6 TEAM141 @ site 1 -> SERVER0 @ site 1
200125 143532.276|INFO|Thread-29|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #532 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 143532.276|INFO|Thread-29|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #532, o#532 ) recieveObject
200125 143532.276|INFO|Thread-29|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 143532.276|INFO|Thread-29|dumpPacket|    To: TEAM141 @ site 1
200125 143532.276|INFO|Thread-29|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 62 NEW 30 min 1827666ms from TEAM141 @ site 1 id Run--3774410681135824789 problem Sale-8253104411643671781 lang Java-219397506908346364
200125 143532.276|INFO|Thread-29|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #532 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 143532.276|INFO|Thread-29|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #532, o#532 ) handlePacket
200125 143532.276|INFO|Thread-29|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 143532.276|INFO|Thread-29|dumpPacket|    To: TEAM141 @ site 1
200125 143532.276|INFO|Thread-29|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 62 NEW 30 min 1827666ms from TEAM141 @ site 1 id Run--3774410681135824789 problem Sale-8253104411643671781 lang Java-219397506908346364
200125 143534.615|INFO|Thread-29|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #532 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 143653.578|INFO|Thread-30|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #568 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 143653.578|INFO|Thread-30|dumpPacket|Packet RUN_JUDGEMENT (Seq #568, o#568 ) recieveObject
200125 143653.578|INFO|Thread-30|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 143653.578|INFO|Thread-30|dumpPacket|    To: TEAM141 @ site 1
200125 143653.578|INFO|Thread-30|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE3 @ site 1 judgement Yes-7524513528622929350 id JudgementRecord--7215669006380728042
200125 143653.578|INFO|Thread-30|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 62 JUDGED 30 min 1827666ms from TEAM141 @ site 1 id Run--3774410681135824789 problem Sale-8253104411643671781 lang Java-219397506908346364
200125 143653.578|INFO|Thread-30|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200125 143653.578|INFO|Thread-30|info|handlePacket start Packet[RUN_JUDGEMENT] #568 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 143653.578|INFO|Thread-30|dumpPacket|Packet RUN_JUDGEMENT (Seq #568, o#568 ) handlePacket
200125 143653.578|INFO|Thread-30|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 143653.578|INFO|Thread-30|dumpPacket|    To: TEAM141 @ site 1
200125 143653.578|INFO|Thread-30|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE3 @ site 1 judgement Yes-7524513528622929350 id JudgementRecord--7215669006380728042
200125 143653.578|INFO|Thread-30|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 62 JUDGED 30 min 1827666ms from TEAM141 @ site 1 id Run--3774410681135824789 problem Sale-8253104411643671781 lang Java-219397506908346364
200125 143653.578|INFO|Thread-30|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200125 143659.360|INFO|Thread-30|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 62 JUDGED 30 min 1827666ms from TEAM141 @ site 1 id Run--3774410681135824789 problem Sale-8253104411643671781 lang Java-219397506908346364; runFiles=null
200125 143659.360|INFO|Thread-30|runChanged|Event not for me: sent to null but my ID is TEAM141 @ site 1
200125 143659.360|INFO|Thread-30|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #568 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 144053.262|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for Word Score Java file: C:\Users\mihir\Documents\NetBeansProjects\RRUIL\src\word_score.java
200125 144053.262|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #7 TEAM141 @ site 1 -> SERVER0 @ site 1
200125 144053.262|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #7 TEAM141 @ site 1 -> SERVER0 @ site 1
200125 144053.371|INFO|Thread-32|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #651 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 144053.371|INFO|Thread-32|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #651, o#651 ) recieveObject
200125 144053.371|INFO|Thread-32|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 144053.371|INFO|Thread-32|dumpPacket|    To: TEAM141 @ site 1
200125 144053.371|INFO|Thread-32|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 79 NEW 35 min 2148799ms from TEAM141 @ site 1 id Run-5733545153826155326 problem Word_Score-5280518518511844771 lang Java-219397506908346364
200125 144053.371|INFO|Thread-32|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #651 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 144053.371|INFO|Thread-32|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #651, o#651 ) handlePacket
200125 144053.371|INFO|Thread-32|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 144053.371|INFO|Thread-32|dumpPacket|    To: TEAM141 @ site 1
200125 144053.371|INFO|Thread-32|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 79 NEW 35 min 2148799ms from TEAM141 @ site 1 id Run-5733545153826155326 problem Word_Score-5280518518511844771 lang Java-219397506908346364
200125 144054.220|INFO|Thread-32|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #651 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 144130.173|INFO|Thread-33|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #663 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 144130.173|INFO|Thread-33|dumpPacket|Packet RUN_JUDGEMENT (Seq #663, o#663 ) recieveObject
200125 144130.173|INFO|Thread-33|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 144130.173|INFO|Thread-33|dumpPacket|    To: TEAM141 @ site 1
200125 144130.173|INFO|Thread-33|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE3 @ site 1 judgement Yes-7524513528622929350 id JudgementRecord--7810497128218181164
200125 144130.173|INFO|Thread-33|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 79 JUDGED 35 min 2148799ms from TEAM141 @ site 1 id Run-5733545153826155326 problem Word_Score-5280518518511844771 lang Java-219397506908346364
200125 144130.173|INFO|Thread-33|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200125 144130.173|INFO|Thread-33|info|handlePacket start Packet[RUN_JUDGEMENT] #663 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 144130.173|INFO|Thread-33|dumpPacket|Packet RUN_JUDGEMENT (Seq #663, o#663 ) handlePacket
200125 144130.173|INFO|Thread-33|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 144130.173|INFO|Thread-33|dumpPacket|    To: TEAM141 @ site 1
200125 144130.173|INFO|Thread-33|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE3 @ site 1 judgement Yes-7524513528622929350 id JudgementRecord--7810497128218181164
200125 144130.173|INFO|Thread-33|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 79 JUDGED 35 min 2148799ms from TEAM141 @ site 1 id Run-5733545153826155326 problem Word_Score-5280518518511844771 lang Java-219397506908346364
200125 144130.173|INFO|Thread-33|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200125 144330.080|INFO|Thread-33|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 79 JUDGED 35 min 2148799ms from TEAM141 @ site 1 id Run-5733545153826155326 problem Word_Score-5280518518511844771 lang Java-219397506908346364; runFiles=null
200125 144330.080|INFO|Thread-33|runChanged|Event not for me: sent to null but my ID is TEAM141 @ site 1
200125 144330.080|INFO|Thread-33|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #663 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 144434.342|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for Food Supply Java file: C:\Users\mihir\Documents\NetBeansProjects\RRUIL\src\food_supply.java
200125 144434.357|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #8 TEAM141 @ site 1 -> SERVER0 @ site 1
